hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
openai,openai/modeling_openai.py,Attention;MLP;Block;OpenAIGPTSequenceSummary;OpenAIGPTModel;OpenAIGPTLMHeadModel;OpenAIGPTDoubleHeadsModel;OpenAIGPTForSequenceClassification,text,decoder-only,composable,Attention->tasks/baseline/L2/attention.py;MLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Block->composes;OpenAIGPTSequenceSummary->composes;OpenAIGPTModel->composes;OpenAIGPTLMHeadModel->composes;OpenAIGPTDoubleHeadsModel->composes;OpenAIGPTForSequenceClassification->composes,,openai/modeling_openai.py:46;openai/modeling_openai.py:118;openai/modeling_openai.py:133;openai/modeling_openai.py:159;openai/modeling_openai.py:301;openai/modeling_openai.py:416;openai/modeling_openai.py:501;openai/modeling_openai.py:618,"Original OpenAI GPT (GPT-1) – simple decoder w/ learned position emb; all primitives in L1. [v5 inheritance] OpenAIGPTModel(OpenAIGPTPreTrainedModel), OpenAIGPTLMHeadModel(OpenAIGPTPreTrainedModel), OpenAIGPTDoubleHeadsModel(OpenAIGPTPreTrainedModel), OpenAIGPTForSequenceClassification(OpenAIGPTPreTrainedModel)"
openai_privacy_filter,openai_privacy_filter/modeling_openai_privacy_filter.py,OpenAIPrivacyFilterRMSNorm;OpenAIPrivacyFilterRotaryEmbedding;OpenAIPrivacyFilterAttention;OpenAIPrivacyFilterExperts;OpenAIPrivacyFilterTopKRouter;OpenAIPrivacyFilterMLP;OpenAIPrivacyFilterEncoderLayer;OpenAIPrivacyFilterModel;OpenAIPrivacyFilterForTokenClassification,text,encoder-MoE,composable,OpenAIPrivacyFilterRMSNorm->tasks/baseline/L1/rms_norm.py;OpenAIPrivacyFilterRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;OpenAIPrivacyFilterAttention->tasks/baseline/L2/attention.py;OpenAIPrivacyFilterExperts->tasks/baseline/L1/moe_grouped_gemm.py;OpenAIPrivacyFilterTopKRouter->tasks/baseline/L1/sigmoid_topk.py+tasks/baseline/L1/linear.py;OpenAIPrivacyFilterMLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;OpenAIPrivacyFilterEncoderLayer->composes;OpenAIPrivacyFilterModel->composes;OpenAIPrivacyFilterForTokenClassification->composes,,openai_privacy_filter/modular_openai_privacy_filter.py:114;openai_privacy_filter/modular_openai_privacy_filter.py:118;openai_privacy_filter/modular_openai_privacy_filter.py:165;openai_privacy_filter/modular_openai_privacy_filter.py:218;openai_privacy_filter/modular_openai_privacy_filter.py:263;openai_privacy_filter/modular_openai_privacy_filter.py:276;openai_privacy_filter/modular_openai_privacy_filter.py:296;openai_privacy_filter/modular_openai_privacy_filter.py:348;openai_privacy_filter/modular_openai_privacy_filter.py:396,"GPT-OSS-style topK-routed MoE encoder (token-classification head). All primitives in L1. [v5 inheritance] OpenAIPrivacyFilterConfig(GptOssConfig), OpenAIPrivacyFilterRMSNorm(GptOssRMSNorm), OpenAIPrivacyFilterRotaryEmbedding(GptOssRotaryEmbedding), OpenAIPrivacyFilterAttention(GptOssAttention), OpenAIPrivacyFilterExperts(GptOssExperts)"
opt,opt/modeling_opt.py,OPTLearnedPositionalEmbedding;OPTAttention;OPTDecoderLayer;OPTDecoder;OPTModel;OPTForCausalLM;OPTForSequenceClassification;OPTForQuestionAnswering,text,decoder-only,composable,OPTLearnedPositionalEmbedding->composes;OPTAttention->tasks/baseline/L2/attention.py;OPTDecoderLayer->composes;OPTDecoder->composes;OPTModel->composes;OPTForCausalLM->composes;OPTForSequenceClassification->composes;OPTForQuestionAnswering->composes,,opt/modeling_opt.py:45;opt/modeling_opt.py:97;opt/modeling_opt.py:184;opt/modeling_opt.py:273;opt/modeling_opt.py:400;opt/modeling_opt.py:443;opt/modeling_opt.py:541;opt/modeling_opt.py:644,"OPT decoder with learned position embed; all ops in L1. [v5 inheritance] OPTLearnedPositionalEmbedding(Embedding), OPTDecoder(OPTPreTrainedModel), OPTModel(OPTPreTrainedModel), OPTForCausalLM(OPTPreTrainedModel), OPTForSequenceClassification(OPTPreTrainedModel)"
ovis2,ovis2/modeling_ovis2.py,Ovis2RMSNorm;Ovis2VisionMLP;Ovis2VisionEmbeddings;Ovis2VisionAttention;Ovis2VisionEncoderLayer;Ovis2VisionEncoder;Ovis2VisionTransformer;Ovis2VisualEmbeddingTable;Ovis2VisionModel;Ovis2Model;Ovis2ForConditionalGeneration,multimodal,vision-encoder+text-decoder,composable,Ovis2RMSNorm->tasks/baseline/L1/rms_norm.py;Ovis2VisionMLP->tasks/baseline/L2/llama_mlp.py;Ovis2VisionEmbeddings->tasks/baseline/L1/conv2d.py+tasks/baseline/L1/embedding.py;Ovis2VisionAttention->tasks/baseline/L2/attention.py;Ovis2VisionEncoderLayer->composes;Ovis2VisionEncoder->composes;Ovis2VisionTransformer->composes;Ovis2VisualEmbeddingTable->composes;Ovis2VisionModel->composes;Ovis2Model->composes;Ovis2ForConditionalGeneration->composes,,ovis2/modular_ovis2.py:68;ovis2/modular_ovis2.py:72;ovis2/modular_ovis2.py:76;ovis2/modular_ovis2.py:95;ovis2/modular_ovis2.py:99;ovis2/modular_ovis2.py:105;ovis2/modular_ovis2.py:125;ovis2/modular_ovis2.py:155;ovis2/modular_ovis2.py:183;ovis2/modular_ovis2.py:248;ovis2/modular_ovis2.py:361,"Vision-encoder + text-decoder (delegates LLM via AutoModel). All primitives in L1. [v5 inheritance] BaseModelOutputWithVisualIndicatorFeatures(BaseModelOutputWithPooling), Ovis2ModelOutputWithPast(LlavaNextModelOutputWithPast), Ovis2CausalLMOutputWithPast(LlavaNextCausalLMOutputWithPast), Ovis2RMSNorm(LlamaRMSNorm), Ovis2VisionMLP(LlamaMLP)"
owlv2,owlv2/modeling_owlv2.py,Owlv2ImageProcessor;Owlv2ImageProcessorPil,detection,vision-text-detection,composable,Owlv2ImageProcessor->composes;Owlv2ImageProcessorPil->composes,,owlv2/modular_owlv2.py:152;owlv2/modular_owlv2.py:316,"CLIP+open-vocabulary detection head. nn.ELU used only as confidence scaling at head; not load-bearing. cross_entropy training-only. [v3.3 cleanup] Cleared stale partial-ops for composable row (now-supported by audit branch L1/L2): ['elu'] [v5 inheritance] Owlv2ImageProcessor(OwlViTImageProcessor), Owlv2ImageProcessorPil(OwlViTImageProcessorPil)"
owlvit,owlvit/modeling_owlvit.py,OwlViTVisionEmbeddings;OwlViTTextEmbeddings;OwlViTAttention;OwlViTMLP;OwlViTEncoderLayer;OwlViTEncoder;OwlViTTextTransformer;OwlViTTextModel;OwlViTVisionTransformer;OwlViTVisionModel;OwlViTModel;OwlViTBoxPredictionHead;OwlViTClassPredictionHead;OwlViTForObjectDetection,detection,vision-text-detection,composable,OwlViTVisionEmbeddings->tasks/baseline/L1/conv2d.py+tasks/baseline/L1/embedding.py;OwlViTTextEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;OwlViTAttention->tasks/baseline/L2/attention.py;OwlViTMLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;OwlViTEncoderLayer->composes;OwlViTEncoder->composes;OwlViTTextTransformer->composes;OwlViTTextModel->composes;OwlViTVisionTransformer->composes;OwlViTVisionModel->composes;OwlViTModel->composes;OwlViTBoxPredictionHead->composes;OwlViTClassPredictionHead->composes;OwlViTForObjectDetection->composes,,owlvit/modeling_owlvit.py:274;owlvit/modeling_owlvit.py:347;owlvit/modeling_owlvit.py:407;owlvit/modeling_owlvit.py:465;owlvit/modeling_owlvit.py:481;owlvit/modeling_owlvit.py:577;owlvit/modeling_owlvit.py:611;owlvit/modeling_owlvit.py:674;owlvit/modeling_owlvit.py:724;owlvit/modeling_owlvit.py:767;owlvit/modeling_owlvit.py:817;owlvit/modeling_owlvit.py:991;owlvit/modeling_owlvit.py:1010;owlvit/modeling_owlvit.py:1058,"CLIP+open-vocab detection (v1). Same shape as owlv2; ELU is non-load-bearing. [v3.3 cleanup] Cleared stale partial-ops for composable row (now-supported by audit branch L1/L2): ['elu'] [v5 inheritance] OwlViTTextTransformer(OwlViTPreTrainedModel), OwlViTTextModel(OwlViTPreTrainedModel), OwlViTVisionTransformer(OwlViTPreTrainedModel), OwlViTVisionModel(OwlViTPreTrainedModel), OwlViTModel(OwlViTPreTrainedModel)"
paddleocr_vl,paddleocr_vl/modeling_paddleocr_vl.py,PaddleOCRVLImageProcessorKwargs;PaddleOCRVLImageProcessorPil;PaddleOCRVLImageProcessor;PaddleOCRVLProcessorKwargs;PaddleOCRProjector;PaddleOCRVisionRotaryEmbedding;PaddleOCRRotaryEmbedding;PaddleOCRMLP;PaddleOCRAttention;PaddleOCRRMSNorm;PaddleOCRDecoderLayer;PaddleOCRTextModel;PaddleOCRVisionEmbeddings;PaddleOCRVisionAttention;PaddleOCRVisionMLP;PaddleOCRVisionEncoderLayer;PaddleOCRVisionEncoder;PaddleOCRVisionTransformer;PaddleOCRVisionModel;PaddleOCRVLModel;PaddleOCRVLForConditionalGeneration,multimodal,vision-encoder+text-decoder,composable,PaddleOCRVLImageProcessorKwargs->composes;PaddleOCRVLImageProcessorPil->composes;PaddleOCRVLImageProcessor->composes;PaddleOCRVLProcessorKwargs->composes;PaddleOCRProjector->composes;PaddleOCRVisionRotaryEmbedding->tasks/baseline/L1/vision_rotary_emb.py;PaddleOCRRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;PaddleOCRMLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;PaddleOCRAttention->tasks/baseline/L2/attention.py;PaddleOCRRMSNorm->tasks/baseline/L1/rms_norm.py;PaddleOCRDecoderLayer->composes;PaddleOCRTextModel->composes;PaddleOCRVisionEmbeddings->tasks/baseline/L1/conv2d.py+tasks/baseline/L1/embedding.py;PaddleOCRVisionAttention->tasks/baseline/L2/attention.py;PaddleOCRVisionMLP->tasks/baseline/L2/siglip_mlp.py;PaddleOCRVisionEncoderLayer->composes;PaddleOCRVisionEncoder->composes;PaddleOCRVisionTransformer->composes;PaddleOCRVisionModel->composes;PaddleOCRVLModel->composes;PaddleOCRVLForConditionalGeneration->composes,,paddleocr_vl/modular_paddleocr_vl.py:125;paddleocr_vl/modular_paddleocr_vl.py:136;paddleocr_vl/modular_paddleocr_vl.py:247;paddleocr_vl/modular_paddleocr_vl.py:359;paddleocr_vl/modular_paddleocr_vl.py:532;paddleocr_vl/modular_paddleocr_vl.py:568;paddleocr_vl/modular_paddleocr_vl.py:572;paddleocr_vl/modular_paddleocr_vl.py:576;paddleocr_vl/modular_paddleocr_vl.py:581;paddleocr_vl/modular_paddleocr_vl.py:592;paddleocr_vl/modular_paddleocr_vl.py:596;paddleocr_vl/modular_paddleocr_vl.py:629;paddleocr_vl/modular_paddleocr_vl.py:697;paddleocr_vl/modular_paddleocr_vl.py:757;paddleocr_vl/modular_paddleocr_vl.py:762;paddleocr_vl/modular_paddleocr_vl.py:767;paddleocr_vl/modular_paddleocr_vl.py:772;paddleocr_vl/modular_paddleocr_vl.py:838;paddleocr_vl/modular_paddleocr_vl.py:898;paddleocr_vl/modular_paddleocr_vl.py:943;paddleocr_vl/modular_paddleocr_vl.py:1086,"ViT-style vision encoder + Ernie/Llama-style text decoder. Standard vision-LLM primitives. [v5 inheritance] PaddleOCRVLImageProcessorKwargs(Qwen2VLImageProcessorKwargs), PaddleOCRVLImageProcessorPil(Qwen2VLImageProcessorPil), PaddleOCRVLImageProcessor(Qwen2VLImageProcessor), PaddleOCRVLProcessorKwargs(ProcessingKwargs), PaddleOCRVisionConfig(SiglipVisionConfig)"
paligemma,paligemma/modeling_paligemma.py,PaliGemmaMultiModalProjector;PaliGemmaModel;PaliGemmaForConditionalGeneration,multimodal,vision-encoder+text-decoder,composable,PaliGemmaMultiModalProjector->composes;PaliGemmaModel->composes;PaliGemmaForConditionalGeneration->composes,,paligemma/modeling_paligemma.py:91;paligemma/modeling_paligemma.py:122;paligemma/modeling_paligemma.py:302,"Wrapper that composes a vision tower (SigLIP) + Gemma LM via AutoModel. All compute lives in the sub-models which are composable in kb-nano. [v5 inheritance] PaligemmaModelOutputWithPast(BaseModelOutputWithPast), PaliGemmaModel(PaliGemmaPreTrainedModel), PaliGemmaForConditionalGeneration(PaliGemmaPreTrainedModel)"
parakeet,parakeet/modeling_parakeet.py,ParakeetEncoderRelPositionalEncoding;ParakeetEncoderFeedForward;ParakeetEncoderConvolutionModule;ParakeetEncoderAttention;ParakeetEncoderSubsamplingConv2D;ParakeetEncoderBlock;ParakeetEncoder;ParakeetForCTC,audio,encoder-CTC,composable,ParakeetEncoderRelPositionalEncoding->composes;ParakeetEncoderFeedForward->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;ParakeetEncoderConvolutionModule->composes;ParakeetEncoderAttention->tasks/baseline/L2/attention.py;ParakeetEncoderSubsamplingConv2D->composes;ParakeetEncoderBlock->composes;ParakeetEncoder->composes;ParakeetForCTC->composes,,parakeet/modular_parakeet.py:56;parakeet/modular_parakeet.py:106;parakeet/modular_parakeet.py:121;parakeet/modular_parakeet.py:126;parakeet/modular_parakeet.py:205;parakeet/modular_parakeet.py:274;parakeet/modular_parakeet.py:397;parakeet/modular_parakeet.py:524,"NVIDIA Parakeet conformer encoder + CTC. Uses nn.BatchNorm1d in conv module . ctc_loss training-only; log_softmax is torch builtin. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_1d'] [v5 inheritance] ParakeetEncoderModelOutput(BaseModelOutput), ParakeetEncoderConvolutionModule(FastSpeech2ConformerConvolutionModule), ParakeetEncoderAttention(LlamaAttention)"
patchtsmixer,patchtsmixer/modeling_patchtsmixer.py,PatchTSMixerGatedAttention;PatchTSMixerBatchNorm;PatchTSMixerPositionalEncoding;PatchTSMixerNormLayer;PatchTSMixerMLP;PatchTSMixerChannelFeatureMixerBlock;PatchTSMixerAttention;PatchMixerBlock;FeatureMixerBlock;PatchTSMixerLayer;PatchTSMixerBlock;PatchTSMixerForPredictionHead;PatchTSMixerLinearHead;PatchTSMixerPretrainHead;PatchTSMixerPatchify;PatchTSMixerMasking;PatchTSMixerStdScaler;PatchTSMixerMeanScaler;PatchTSMixerNOPScaler;PatchTSMixerEncoder;PatchTSMixerModel;PatchTSMixerForPretraining;PatchTSMixerForPrediction;PatchTSMixerForTimeSeriesClassification;InjectScalerStatistics4D;PatchTSMixerForRegression,time-series,encoder,composable,PatchTSMixerGatedAttention->tasks/baseline/L2/attention.py;PatchTSMixerBatchNorm->tasks/baseline/L1/batch_norm2d.py;PatchTSMixerPositionalEncoding->composes;PatchTSMixerNormLayer->composes;PatchTSMixerMLP->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;PatchTSMixerChannelFeatureMixerBlock->composes;PatchTSMixerAttention->tasks/baseline/L2/attention.py;PatchMixerBlock->composes;FeatureMixerBlock->composes;PatchTSMixerLayer->composes;PatchTSMixerBlock->composes;PatchTSMixerForPredictionHead->composes;PatchTSMixerLinearHead->composes;PatchTSMixerPretrainHead->composes;PatchTSMixerPatchify->composes;PatchTSMixerMasking->composes;PatchTSMixerStdScaler->composes;PatchTSMixerMeanScaler->composes;PatchTSMixerNOPScaler->composes;PatchTSMixerEncoder->composes;PatchTSMixerModel->composes;PatchTSMixerForPretraining->composes;PatchTSMixerForPrediction->composes;PatchTSMixerForTimeSeriesClassification->composes;InjectScalerStatistics4D->composes;PatchTSMixerForRegression->composes,,patchtsmixer/modeling_patchtsmixer.py:38;patchtsmixer/modeling_patchtsmixer.py:59;patchtsmixer/modeling_patchtsmixer.py:81;patchtsmixer/modeling_patchtsmixer.py:120;patchtsmixer/modeling_patchtsmixer.py:169;patchtsmixer/modeling_patchtsmixer.py:192;patchtsmixer/modeling_patchtsmixer.py:270;patchtsmixer/modeling_patchtsmixer.py:355;patchtsmixer/modeling_patchtsmixer.py:425;patchtsmixer/modeling_patchtsmixer.py:470;patchtsmixer/modeling_patchtsmixer.py:508;patchtsmixer/modeling_patchtsmixer.py:549;patchtsmixer/modeling_patchtsmixer.py:605;patchtsmixer/modeling_patchtsmixer.py:708;patchtsmixer/modeling_patchtsmixer.py:867;patchtsmixer/modeling_patchtsmixer.py:916;patchtsmixer/modeling_patchtsmixer.py:977;patchtsmixer/modeling_patchtsmixer.py:1013;patchtsmixer/modeling_patchtsmixer.py:1068;patchtsmixer/modeling_patchtsmixer.py:1113;patchtsmixer/modeling_patchtsmixer.py:1219;patchtsmixer/modeling_patchtsmixer.py:1345;patchtsmixer/modeling_patchtsmixer.py:1524;patchtsmixer/modeling_patchtsmixer.py:1763;patchtsmixer/modeling_patchtsmixer.py:1897;patchtsmixer/modeling_patchtsmixer.py:1942,"MLP-Mixer for time-series; uses BatchNorm1d depending on config. Falls back to torch.nn. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_1d'] [v5 inheritance] PatchTSMixerEncoder(PatchTSMixerPreTrainedModel), PatchTSMixerModel(PatchTSMixerPreTrainedModel), PatchTSMixerForPretraining(PatchTSMixerPreTrainedModel), PatchTSMixerForPrediction(PatchTSMixerPreTrainedModel), PatchTSMixerForTimeSeriesClassification(PatchTSMixerPreTrainedModel)"
patchtst,patchtst/modeling_patchtst.py,PatchTSTAttention;PatchTSTBatchNorm;PatchTSTPatchify;PatchTSTMasking;PatchTSTEncoderLayer;PatchTSTEmbedding;PatchTSTPositionalEncoding;PatchTSTEncoder;PatchTSTStdScaler;PatchTSTMeanScaler;PatchTSTNOPScaler;PatchTSTScaler;PatchTSTModel;PatchTSTMaskPretrainHead;PatchTSTForPretraining;PatchTSTClassificationHead;PatchTSTForClassification;PatchTSTPredictionHead;PatchTSTForPrediction;PatchTSTRegressionHead;PatchTSTForRegression,time-series,encoder,composable,PatchTSTAttention->tasks/baseline/L2/attention.py;PatchTSTBatchNorm->tasks/baseline/L1/batch_norm2d.py;PatchTSTPatchify->composes;PatchTSTMasking->composes;PatchTSTEncoderLayer->composes;PatchTSTEmbedding->tasks/baseline/L1/embedding.py;PatchTSTPositionalEncoding->composes;PatchTSTEncoder->composes;PatchTSTStdScaler->composes;PatchTSTMeanScaler->composes;PatchTSTNOPScaler->composes;PatchTSTScaler->composes;PatchTSTModel->composes;PatchTSTMaskPretrainHead->composes;PatchTSTForPretraining->composes;PatchTSTClassificationHead->composes;PatchTSTForClassification->composes;PatchTSTPredictionHead->composes;PatchTSTForPrediction->composes;PatchTSTRegressionHead->composes;PatchTSTForRegression->composes,,patchtst/modeling_patchtst.py:68;patchtst/modeling_patchtst.py:153;patchtst/modeling_patchtst.py:301;patchtst/modeling_patchtst.py:349;patchtst/modeling_patchtst.py:409;patchtst/modeling_patchtst.py:600;patchtst/modeling_patchtst.py:636;patchtst/modeling_patchtst.py:692;patchtst/modeling_patchtst.py:931;patchtst/modeling_patchtst.py:967;patchtst/modeling_patchtst.py:1022;patchtst/modeling_patchtst.py:1049;patchtst/modeling_patchtst.py:1078;patchtst/modeling_patchtst.py:1191;patchtst/modeling_patchtst.py:1224;patchtst/modeling_patchtst.py:1336;patchtst/modeling_patchtst.py:1378;patchtst/modeling_patchtst.py:1471;patchtst/modeling_patchtst.py:1572;patchtst/modeling_patchtst.py:1761;patchtst/modeling_patchtst.py:1821,"Patch-based transformer for time-series; uses optional BatchNorm1d. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_1d'] [v5 inheritance] PatchTSTEncoder(PatchTSTPreTrainedModel), PatchTSTModel(PatchTSTPreTrainedModel), PatchTSTForPretraining(PatchTSTPreTrainedModel), PatchTSTForClassification(PatchTSTPreTrainedModel), PatchTSTForPrediction(PatchTSTPreTrainedModel)"
pe_audio,pe_audio/modeling_pe_audio.py,PeAudioDacEncoderBlock;PeAudioDacEncoder;PeAudioContrastiveHead;PeAudioEncoder;PeAudioModel;PeAudioFrameLevelModel,audio,encoder,composable,PeAudioDacEncoderBlock->composes;PeAudioDacEncoder->composes;PeAudioContrastiveHead->composes;PeAudioEncoder->composes;PeAudioModel->composes;PeAudioFrameLevelModel->composes,,pe_audio/modular_pe_audio.py:38;pe_audio/modular_pe_audio.py:43;pe_audio/modular_pe_audio.py:74;pe_audio/modular_pe_audio.py:121;pe_audio/modular_pe_audio.py:182;pe_audio/modular_pe_audio.py:261,"Perception-Encoder audio. DAC-style ResNet conv frontend + ViT. Snake1d activation composes from torch sin/pow (not a missing primitive). GroupNorm subclass (PeAudioMaskedGroupNorm) extends nn.GroupNorm. [v5 inheritance] PeAudioDacEncoderBlock(DacEncoderBlock), PeAudioDacEncoder(DacEncoder), PeAudioEncoderOutput(BaseModelOutputWithPooling)"
pe_audio_video,pe_audio_video/modeling_pe_audio_video.py,PeAudioVideoMaskedGroupNorm;PeAudioVideoConvBlock1d;PeAudioVideoResnetBlock1d;PeAudioVideoContrastiveHead;PeAudioVideoEncoderAttention;PeAudioVideoEncoderLayer;PeAudioVideoEncoderRMSNorm;PeAudioVideoEncoderRotaryEmbedding;PeAudioVideoEncoder;PeAudioVideoModel,multimodal,encoder,composable,PeAudioVideoMaskedGroupNorm->tasks/baseline/L1/group_norm.py;PeAudioVideoConvBlock1d->composes;PeAudioVideoResnetBlock1d->composes;PeAudioVideoContrastiveHead->composes;PeAudioVideoEncoderAttention->tasks/baseline/L2/attention.py;PeAudioVideoEncoderLayer->composes;PeAudioVideoEncoderRMSNorm->tasks/baseline/L1/rms_norm.py;PeAudioVideoEncoderRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;PeAudioVideoEncoder->composes;PeAudioVideoModel->composes,,pe_audio_video/modular_pe_audio_video.py:34;pe_audio_video/modular_pe_audio_video.py:58;pe_audio_video/modular_pe_audio_video.py:76;pe_audio_video/modular_pe_audio_video.py:126;pe_audio_video/modular_pe_audio_video.py:237;pe_audio_video/modular_pe_audio_video.py:280;pe_audio_video/modular_pe_audio_video.py:286;pe_audio_video/modular_pe_audio_video.py:305;pe_audio_video/modular_pe_audio_video.py:365;pe_audio_video/modular_pe_audio_video.py:537,"PE audio-video joint encoder; same primitive set as pe_audio + interpolation for video. [v5 inheritance] PeAudioVideoMaskedGroupNorm(GroupNorm), PeAudioVideoEncoderAttention(Qwen3Attention), PeAudioVideoEncoderLayer(Qwen3DecoderLayer), PeAudioVideoEncoderRMSNorm(Qwen3RMSNorm), PeAudioVideoEncoderRotaryEmbedding(Qwen3RotaryEmbedding)"
